,name,companyName,website,phone,email,countryName,mainStandHolderName
390,"Fujairah Tourism & Antiquities Authority, Government of Fujairah","Fujairah Tourism & Antiquities Authority, Government of Fujairah",https://www.fujairahtourism.ae,+97192231554,o.hamour@tourism.fujairah.ae,United Arab Emirates,
391,Fukushima Prefecture,MIKI TRAVEL LIMITED@WTMKT21,https://fukushima.travel/,＋44 20 75075707,visitjapan.uk@group-miki.com,United Kingdom,Japan National Tourism Organization
392,FUNActive Tour Operator,FUNActive Tour Operator@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
393,Furaveri Island Resort & Spa,Furaveri Island Resort & Spa@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
394,Furnel Travel International Incoming Touroperator,Furnel Travel International Ltd.@WTMKT21,,,,Poland,Polish Tourism Organisation
395,Fushifaru Maldives,Fushifaru Maldives@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
396,FVW Medien GmbH,FVW Medien GmbH,,,,Germany,
397,GABBIANO AZZURRO HOTEL & SUITES,H.G.A. SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
398,GALICIA - GREEN SPAIN,GALICIA - GREEN SPAIN@WTMKT21,,,,Spain,Turespana
399,GALUSE' TOUR OPERATOR,GALUSE' SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
400,Gauteng Tourism Authority,Gauteng Tourism Authority@WTMKT21,https://www.gauteng.net,+27834535796,mputle@gauteng.net,South Africa,South African Tourism
401,GEM TRAVEL,GEM TRAVEL@WTMKT21,,,,Greece,Greek National Tourism Organisation
402,Genova Tourism Board,Genova Tourism Board @WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
403,Geology Travels and Tours Pvt. Ltd,Geology Travels and Tours Pvt. Ltd@WTMKT21,,,,Nepal,Nepal Tourism Board
404,Giada Residence,Giada Residence@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
405,Gibraltar Tourist Board,Gibraltar Tourist Board,https://www.visitgibraltar.gi ,0044 2078360777,info.london@gibraltar.gov.gi,United Kingdom,
406,Global Ticket by CM.com,Global Ticket by CM.com@WTMKT21,https://www.cm.com/,,wijnand.krijger@cm.com,Netherlands,Keukenhof
407,GO GALAPAGOS KLEINTOURS,GO GALAPAGOS KLEINTOURS,,,,Ecuador,
408,Go Global Travel,Go Global Travel,https://www.goglobal.travel,,sales@goglobal.travel,Israel,
409,Go West Tours,Go West Tours @WTMKT21,https://www.gowesttours.com/,001 877 835 0154,eleggett@gowesttours.com,United States,USA Pavilion
410,goIndonesia.tours (PT. Indonesia Tur Arabia),goIndonesia.tours (PT. Indonesia Tur Arabia)@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
411,GOLD Restaurant,Gold Restaurant@WTMKT21,https://www.goldrestaurant.co.za,0214214653,info@goldrestaurant.co.za,South Africa,South African Tourism
412,GOLDEN HOTELS & RESORTS,DIMITRIOS G TYRAKIS@WTMKT21,,,,Greece,Greek National Tourism Organisation
413,Golden Sands Hotel &  Hotel Apartments,Golden Sands Hotel &  Hotel Apartments@WTMKT21,,,,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
414,Golden Tours,Golden Tours,https://www.goldentours.com/,0207 630 2028,reservations@goldentours.com,United Kingdom,
415,Golden Tulip Doha Hotel,Golden Tulip Doha Hotel @WTMKT21,https://www.goldentulipdoha.com,+974 4419 8888,info@goldentulipdoha.com,Qatar,Qatar Tourism
416,Gondwana Game Reserve,Gondwana Game Reserve@WTMKT21,,,,South Africa,South African Tourism
417,Gorkha Gaun Resort,Gorkha Gaun Resort@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
418,GRAN CANARIA TB,GRAN CANARIA TB@WTMKT21,,,,Spain,Canary Islands
419,Grand Hotel Tiziano e dei Congressi,Grand Hotel Tiziano e dei Congressi@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
420,Grand Hotel Vanvitelli,Grand Hotel Vanvitelli@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
421,Grand Hotels,Grand Hotels@WTMKT21,,,,Israel,Israel Government Tourist Office
422,Grand Komodo,Grand Komodo@WTMKT21,https://www.grandkomodo.com/,+62 361 271538,info@grandkomodo.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
423,Grand Roissy Tourist Office,Grand Roissy Tourist Office@WTMKT21,,,,France,ATOUT FRANCE
424,Greater Miami Convention & Visitors Bureau,Greater Miami Convention & Visitors Bureau@WTMKT21,,,,United States,Visit Florida
425,GREATOWN TRAVEL,Greatown Travel Sdn. Bhd.@WTMKT21,http://www.greatown.com,+6019 856 5041,sibutour@gmail.com,Malaysia,Sarawak Tourism
426,Greek National Tourism Organisation,Greek National Tourism Organisation,https://www.visitgreece.gr,+302108707814,exhibitions@gnto.gr,Greece,
427,Greenblu Hotels & Resort,Greenblu Hotels & Resort@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
428,Grimaldi Euromed Spa,Grimaldi Euromed Spa,http://cargo.grimaldi-lines.com,,,Italy,
429,GT Media ME,GT Media ME,,,,United Kingdom,
430,GTP-GREEK TRAVEL PAGES,GTP-GREEK TRAVEL PAGES,,,,Greece,
431,Guardamar Tourism Board,Guardamar Tourism Board@WTMKT21,,,,Spain,VALENCIA REGION
432,GUARDANAPOLI HOTEL AND RESTAURANT,GUARDANAPOLI HOTEL AND RESTAURANT@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
433,Gudmundur Jonasson Travel,Gudmundur Jonasson Travel,,,,Iceland,
434,GULF AIR,GULF AIR@WTMKT21,,,,Bahrain,Bahrain Tourism & Exhibitions Authority (BTEA)
435,H HOTELS COLLECTION,H HOTELS COLLECTION,https://www.hhotels.gr/,+30 22440 29230,info@hhotels.gr,Greece,
436,H10 Hotels,H-10 Hotels@WTMKT21,http://www.h10hotels.com,,scott.harman@h10hotels.com,United Kingdom,Jamaica Tourist Board
437,H-TOP GROUP,H-TOP HOTELS @WTMKT21,https://www.htophotels.com,,,Spain,Catalan Tourist Board
438,H10 Hotels,H10 Hotels,,,,Spain,
439,HALKIDIKI TOURISM ORGANISATION,HALKIDIKI TOURISM ORGANISATION@WTMKT21,https://www.visit-halkidiki.gr/,,info@visit-halkidiki.gr,Greece,Greek National Tourism Organisation
440,HANGING GARDENS OF BALI,HANGING GARDENS OF BALI@WTMKT21,http://www.hanginggardensofbali.com,+62361982700,ssm@hanginggardensofbali.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
441,Happy Tours,Happy Tours@WTMKT21,https://happytours.eu/en/,,saso.krumpak@happytours.eu,Slovenia,Slovenian Tourist Board
442,Happy Trails Borneo Tours,Happy Trails Borneo Tours@WTMKT21,https://happytrailsasia.com/,+60321631899,sandro@happytrailsasia.com,Malaysia,Sarawak Tourism
443,Happy Trails! Asia,Happy Trails! Asia@WTMKT21,http://www.happytrailsasia.com/workwithus,+ 62 (0) 361-288194,koen@happytrailsasia.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
444,Happy Travel,Happy Travel@WTMKT21,https://www.happytravel.com/,+971506746214,Info@Happytravel.com,United Arab Emirates,Department of Ajman Tourism
445,Hard Rock Hotel Bali,Hard Rock Hotel Bali@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
446,Hauts-de-France Tourism Board,Hauts-de-France Tourism Board@WTMKT21,,,,France,ATOUT FRANCE
447,TRANSPORTATION,HCC KFT@WTMKT21,https://www.thcc.hu,+3613231560,info@thcc.hu,Hungary,Visit Hungary
448,Henri Willig,Henri Willig@WTMKT21,,,,Netherlands,Keukenhof
449,Heritance Aarah,Heritance Aarah@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
450,HIGH SUN TOURISM EXPERIENCES,HIGH SUN TOURISM EXPERIENCES@WTMKT21,,,,Portugal,Turismo de Portugal I.P
451,Highlights of Lake Geneva Region,Highlights of Lake Geneva Region@WTMKT21,,,,Switzerland,Switzerland Tourism
452,Hilton Abu Dhabi - Yas Island,Hilton Abu Dhabi - Yas Island @WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
453,Hilton Bali Resort,Hilton Bali Resort@WTMKT21,https://www.hilton.com/en/hotels/dpsbahi-hilton-bali-resort/?1632722158,+62361 773377,DPSBA-SALESADM@hilton.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
454,Hilton Dead Sea Resort & Spa,Hilton Dead Sea Resort & Spa & King Hussein Bin Talal Convention Center Managed by Hilton@WTMKT21,,,,Jordan,Jordan Tourism Board
455,HILTON GARDEN INN CUSCO,HILTON GARDEN INN CUSCO@WTMKT21,,,,Peru,PROMPERÚ
456,Hilton Malta,Hilton Malta@WTMKT21,https://www.malta.hilton.com,00356 21 383 383,sales.malta@hilton.com,Malta,MALTA TOURISM AUTHORITY
457,Hilton Ras Al Khaimah Hotel Cluster,Hilton Ras Al Khaimah Hotel Cluster @WTMKT21,,,,United Arab Emirates,Ras Al Khaimah Tourism Development Authority
458,Hilton Salwa Beach Resort & Villas,Hilton Salwa Beach Resort & Villas@WTMKT21,,,,Qatar,Qatar Tourism
459,Hilton Worldwide,Hilton Worldwide Ltd.@WTMKT21,,,,United Kingdom,ETOA - European tourism association
460,HILTON ALL INCLUSIVE RESORTS / MEXICO & CARIBBEAN,HILTON WORLDWIDE SALES.,https://travel.hilton.com/en_us/guides/all-inclusive/,,,United States,
461,Himalayan Guides Treks and Expedition P. Ltd,Himalayan Guides Treks and Expedition P. Ltd@WTMKT21,,,,Nepal,Nepal Tourism Board
462,HIPOTELS,HIPOTELS@WTMKT21,https://www.hipotels.com/en/experiences/golf/,+34 971 58 75 12,josep.brunet@hipotels.com,Spain,Turespana
463,"HOKKAIDO , JAPAN",HOKKAIDO PREFECTURE@WTMKT21,https://en.visit-hokkaido.jp/,02072683071,info@hokkaidojapan.uk,United Kingdom,Japan National Tourism Organization
464,HANKYU TRAVEL INTERNATIONAL EUROPE UK LTD,HANKYU TRAVEL INTERNATIONAL EUROPE UK LTD@WTMKT21,https://hankyu-euro.uk/,020 7268 3071,sales.uk@hankyu-euro.com,United Kingdom,Japan National Tourism Organization
465,holiday travel,holiday travel @WTMKT21,,,,Israel,Israel Government Tourist Office
466,Hondaafushi Island Resort,Apple Holidays Maldives Pvt Ltd@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
467,HORAS TOURS,HORAS TOURS@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
468,Horizontes Nature Tours,Agencia de Viajes Horizontes de Costa Rica SA@WTMKT21,,,,Costa Rica,Costa Rica Tourist Board
469,Hosbec,Hosbec@WTMKT21,,,,Spain,VALENCIA REGION
470,Hoteis Heritage Lisboa,Hoteis Heritage Lisboa@WTMKT21,,,,Portugal,Turismo de Portugal I.P
471,Hotel Beacon,Hotel Beacon@WTMKT21,,,,United States,NYC & Company
472,HotelBrain Group,HOTEL BRAIN SA@WTMKT21,https://hotelbrain.com/,+302108980837,info@hotelbrain.com,Greece,Greek National Tourism Organisation
473,HOTEL CALA CATERINA****s,S'ISULA EDILIZIA@WTMKT21,https://www.hotelcalacaterina.it,+39070798029,booking@hotelcalacaterina.it,Italy,REGIONE AUTONOMA DELLA SARDEGNA
474,Hotel Corallo Sorrento,Hotel Corallo Sorrento @WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
475,HOTEL COSMOPOLITAN BOLOGNA,HOTEL COSMOPOLITAN BOLOGNA@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
476,Hotel Dynastic,Hotel Dynastic@WTMKT21,,,,Spain,VALENCIA REGION
477,HOTEL EL PANAMA,HOTEL EL PANAMA@WTMKT21,,,,Panama,VISIT PANAMA
478,Hotel Group Budvanska Rivijera,Hotel Group Budvanska Rivijera@WTMKT21,,,,Montenegro,Montenegro National Tourism Organisation
479,Hotel Juan Montiel,Hotel Puerto Juan Montiel @WTMKT21,,,,Spain,Instituto de Turismo de la Region de Murcia
480,Hotel La Manga Club,Hotel La Manga Club@WTMKT21,https://www.lamangaclub.com,+34 968331234,sales@lamangaclub.com,Spain,Instituto de Turismo de la Region de Murcia
481,Hotel Marquês de Pombal,Hotel Marquês de Pombal@WTMKT21,,,,Portugal,Turismo de Portugal I.P
482,Hotel Metropolitan & Muse Boutique Hotel,Hotel Metropolitan & Muse Boutique Hotel @WTMKT21,,,,Israel,Israel Government Tourist Office
483,Hotel Nikko Bali Benoa Beach,Hotel Nikko Bali Benoa Beach@WTMKT21,https://hotelnikkobali-benoabeach.com/,+62361773577,info@hotelnikkobali-benoabeach.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
484,Hotel Parador Nature Resort & Spa,Hotel Quepos S.A.@WTMKT21,,,,Costa Rica,Costa Rica Tourist Board
485,HOTEL PARCO DEI PRINCIPI****,HOTEL PARCO DEI PRINCIPI****@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
486,Hoteles Poseidon,Hotel Poseidon@WTMKT21,https://www.hotelesposeidon.com,+34 96585 0200,poseidon@hotelesposeidon.com,Spain,Instituto de Turismo de la Region de Murcia
487,HOTEL PRINCESA PLAZA MADRID,HOTEL PRINCESA PLAZA MADRID@WTMKT21,http://www.princesaplaza.com,0034915422100,hotel@princesaplaza.com,Spain,Turespana
488,HOTEL SPORTING,HOTEL SPORTING SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
489,Hotel Villa Luppis,Hotel Villa Luppis@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
490,Hotel Villamartin Golf Health & Beauty,Hotel Villamartin Golf Health & Beauty@WTMKT21,,,,Spain,VALENCIA REGION
491,Romantik Hotel Wilden Mann,Hotel Wilden Mann@WTMKT21,,,,Switzerland,Switzerland Tourism
492,Hoteles Poseidon,Hoteles Poseidon@WTMKT21,,,,Spain,VALENCIA REGION
493,Hover Tours International Corp.,Hover Tours International Corp.@WTMKT21,,,,Panama,VISIT PANAMA
494,HUB & MEETS,HUB & MEETS@WTMKT21,,,,Panama,VISIT PANAMA
495,Hudson Yards,Hudson Yards@WTMKT21,http://www.edgenyc.com,1-332-240-8531,sales@hudsonyardsnewyork.com,United States,NYC & Company
496,Humming Bird Travel Pvt Ltd,Humming Bird Travel Pvt Ltd@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
497,Hyatt Resorts Bali,Hyatt Resorts Bali@WTMKT21,https://www.hyatt.com,+62361 281234,bali.regency@hyatt.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
498,IBE Travel,IBE Travel@WTMKT21,https://ibe.travel,+420 228 88 78 63 ,othmane.a@ibe.travel,Czech Republic,Czech Tourist Authority - CzechTourism
499,IBEROSTAR HOTELS & RESORTS,IBEROSTAR HOTELS & RESORTS@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
500,IBIZA,DEPARTAMENT DE PROMOCIÓ TURÍSTICA IBIZA@WTMKT21,http://ibiza.travel/en,+34971198791,media@ibiza.travel,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
501,"IDEAS Y PUBLICIDAD DE BALEARES, S.L","IDEAS Y PUBLICIDAD DE BALEARES, S.L",,,,Spain,
502,IHG Hotels & Resorts,IHG Group@WTMKT21,https://www.ihgplc.com/,+966 (53) 3355109,ahmed.abdelhamed@ihg.com,Saudi Arabia,Saudi Tourism Authority
503,iJordan Travel & Tourism,iJordan Travel & Tourism @WTMKT21,,,,Jordan,Jordan Tourism Board
504,Il Medeghino,Il Medeghino@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
505,Import Promotion Desk (IPD) - Sustainable Tourism Programme,Import Promotion Desk,https://www.importpromotiondesk.de,+49 228 909 0081 0,info@importpromotiondesk.de,Germany,
506,INCA HOLIDAYS CIA. LTDA. / Villa Doris,INCA HOLIDAYS CIA. LTDA. / Villa Doris@WTMKT21,,,,Ecuador,Import Promotion Desk (IPD) - Sustainable Tourism Programme
507,INCA RAIL,INCA RAIL@WTMKT21,,,,Peru,PROMPERÚ
508,Incoming BERGAMO - ITALY,Incoming BERGAMO - ITALY@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
509,Incoming-Europe Adriatic,Incoming-Europe Adriatic d.o.o,https://www.incoming-europe.hr,,,Croatia,
510,Incredible Adventures,Incredible Adventures @WTMKT21,https://incadventures.com/,8023109862,info@incadventures.com,United States,USA Pavilion
511,Indian Trails Sourcing Services Pvt Ltd,Indian Trails Sourcing Services Pvt Ltd@WTMKT21,,,,India,Madhya Pradesh Tourism Board
512,Indonature Travel,Indonature Travel@WTMKT21,https://www.indonaturetravel.com,+6282146347744,rbanda@indonaturetravel.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
513,Indonesia Tourism Development Corporation,Indonesia Tourism Development Corporation@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
514,INFINITUM,INFINITUM@WTMKT21,https://infinitumliving.com/en,,,Spain,Catalan Tourist Board
515,Rixos Premium Saadiyat Island,ingrid.mardare@rixos.com @WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
516,INKA & AMAZONIAN TOURS,INKA & AMAZONIAN TOURS@WTMKT21,http://www.inkamazoniantours.com/es/inicio.html,+51 969 954 021,inkamazoniantours@gmail.com,Peru,PROMPERÚ
517,INOVA HOSPITALITY MANAGEMENT ,A LA CARTE TRAVEL EPE@WTMKT21,https://www.vathicove.gr/,+302373065060,sales@vathicove.gr,Greece,Greek National Tourism Organisation
518,Instituto de Turismo de la Region de Murcia,Instituto de Turismo de la Region de Murcia,https://www.murciaturistica.es/en/murcia/,666573804,maria.martinez@itrem.carm.com,Spain,
519,"GUATEMALA, HEART OF THE MAYANA WORLD",INSTITUTO GUATEMALTECO DE TURISMO – INGUAT,https://www.visitguatemala.com/?lang=en,502 22902800,inguat.feriasinternacionales@gmail.com,Guatemala,
520,Intercontinental Abu Dhabi,Intercontinental Abu Dhabi @WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
521,InterContinental Bali Resort,InterCOntinental Bali Resort@WTMKT21,https://www.bali.intercontinental.com/,62361701888,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
522,InterContinental Ras Al Khaimah Mina Al Arab Resort & SPA,InterContinental Ras Al Khaimah Mina Al Arab Resort & SPA  @WTMKT21,,,,United Arab Emirates,Ras Al Khaimah Tourism Development Authority
523,Interlaken Tourism,Interlaken Tourism@WTMKT21,https://www.interlaken.ch,0041 33 826 53 00,mail@interlakentourism.ch,Switzerland,Switzerland Tourism
524,Intimate Hotels of Barbados,Barbados Tourism Marketing Inc.@WTMKT21,,,,Barbados,Barbados Tourism Marketing Inc
525,Bahía del Duque Hotel,Inversiones Hoteleras Playa del Duque,https://thetaishotels.com,+34 922 746 933 / 934 ,ane.ugarte@bahia-duque.com,Spain,
526,Involatus Carrier Consulting GmbH,Involatus Carrier Consulting GmbH,http://www.involatus.com,+49 (0) 2131 - 38 650 - 0,service@involatus.com,Germany,
527,IS MORUS RELAIS AND VILLAS,IS MORUS SPA@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
528,ISCHIAHOTELS.IT - #ILOVEISCHIA,ISCHIAHOTELS.IT - #ILOVEISCHIA@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
529,Iscra,Iscra@WTMKT21,https://www.iscra.com,+39335266116,simonetta@iscra.com,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
530,Israel Government Tourist Office,Israel Government Tourist Office,https://new.goisrael.com/eu/,+972-2-6664265,KseniaK@goisrael.gov.il,Israel,
531,ITALIA TOUR INCOMING & EVENTS SRL,ITALIA TOUR INCOMING & EVENTS SRL@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
532,ITALIAN TOURS,ITALIAN TOURS@WTMKT21,,,,Italy,VENETO - Regional Tourism Board
533,Italyscape,Italyscape@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
534,ITO TOURS,ITO TOURS@WTMKT21,https://www.itotours.com,+31 (0) 70 3524534,info@itotours.nl,Netherlands,Keukenhof
535,ITT - DMC & Tour Operator,ITT - DMC & Tour Operator@WTMKT21,https://www.itt-travelagency.com/,+49 173 5958 907,booking@itt-travelagency.com,Slovenia,Slovenian Tourist Board
536,Iya Valley ＆ Kagawa Setouchi,Miyoshi City@WTMKT21,,,,Japan,Japan National Tourism Organization
537,JA Manafaru,JA Manafaru @WTMKT21,https://www.jaresortshotels.com,,reservations.manafaru@jaresorts.com,Maldives,Maldives Marketing and Public Relations Corporation
538,Jamaica Tourist Board,Jamaica Tourist Board,https://www.visitjamaica.com,+4402072259090,mail@visitjamaica.com,Jamaica,
539,Jambuluwuk Hotels and Resorts,Jambuluwuk Hotels and Resorts@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
540,JAN-POL Incoming Tour Operator,JAN-POL Incoming Tour Operator@WTMKT21,,,,Poland,Polish Tourism Organisation
541,Jannah Hotels & Resorts,Jannah Hotels & Resorts@WTMKT21,https://www.jannah-hotels.com/,800-526624,book@jannah-hotels.com,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
542,Japan Airlines,Japan Airlines@WTMKT21,http://www.jalagent.co.uk,0344 8569 778 ,er.agencydesk@jal.com,United Kingdom,Japan National Tourism Organization
543,"Japan Dream Tour co.,ltd","Japan Dream Tour co.,ltd@WTMKT21",http://japandreamtour.com/en/,+81364359341,info@japandreamtour.com,Japan,Japan National Tourism Organization
544,Japan-san presents: Kyoto by the Sea & Stay Akita,JAPAN-SAN@WTMKT21,https://www.japan-san.net,,contact@japan-san.net,United Kingdom,Japan National Tourism Organization
545,JESOLOVENICE - CONSORZIO DI IMPRESE TURISTICHE,JESOLOVENICE - CONSORZIO DI IMPRESE TURISTICHE@WTMKT21,https://www.visitjesolo.it,,,Italy,VENETO - Regional Tourism Board
546,JETWING TRAVELS,JETWING TRAVELS (PRIVATE) LIMITED @WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
547,JIMÉNEZ DORADO AUTOCARES,JIMÉNEZ DORADO AUTOCARES@WTMKT21,,,,Spain,Turespana
548,Jonker Travel,Jonker Travel@WTMKT21,,,,Netherlands,Keukenhof
549,Jordan Tourism Board,Jordan Tourism Board,http://www.visitjordan.com/,+96265678444,yousef@visitjordan.com,Jordan,
550,Joynplayce,Joynplayce@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
551,Japan National Tourism Organization,JTB Communication Design Inc.,https://www.japan.travel/en/uk,,,United Kingdom,
552,Julia Group,Julia Group,,,,Australia,
553,Julian Alps,Julian Alps@WTMKT21,,,,Slovenia,Slovenian Tourist Board
554,Jungfrau Railways,Jungfrau Railways@WTMKT21,,,,Switzerland,Switzerland Tourism
555,Jungfrau Region Tourism,Jungfrau Region Tourism@WTMKT21,https://www.jungfrauregion.swiss,+41 33 521 43 55,jana.amacher@jungfrauregion.swiss,Switzerland,Switzerland Tourism
556,Juniper Consulting S.L,Juniper Consulting S.L.,https://www.ejuniper.com,+34971764415,info@ejuniper.com,Spain,
557,K.MITSIS FILOXENIA S.A.,K.MITSIS FILOXENIA S.A.@WTMKT21,,,,Greece,Greek National Tourism Organisation
558,Kaani Palm Beach,Kaani Palm Beach@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
559,Kaimoo Resorts & Hotels,Kaimoo Resorts & Hotels@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
560,KANAVA HOTELS & RESORTS SA,KANAVA HOTELS & RESORTS SA@WTMKT21,,,,Greece,Greek National Tourism Organisation
561,Kandima Maldives,Kandima Maldives@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
562,KANWEL HOLIDAYS,KANWEL HOLIDAYS PVT LTD@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
563,Karma House – DMC,Karma House for Travel & Tourism@WTMKT21,,,,Jordan,Jordan Tourism Board
564,Karnataka State Tourism Development Corporatation,Karnataka State Tourism Development Corporatation,https://karnatakatourism.org/,+918971514728,vinita@bluebrick.in,India,
565,Katara Hospitality,Katara Hospitality @WTMKT21,,,,Qatar,Qatar Tourism
566,Katarina Line ,Katarina Line d.o.o.,https://www.katarina-line.com/,0800 4725589,info@katarina-line.hr,Croatia,
567,KBA TUR Indonesia,KBA TUR Indonesia@WTMKT21,http://authentic-indonesia.com,+62-361-464083,info@kbatur.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
568,Kempinski Hotel San Lawrenz,Kempinski Hotel San Lawrenz @WTMKT21,,,,Malta,MALTA TOURISM AUTHORITY
569,Kennedy Space Center Visitor Complex,Kennedy Space Center Visitor Complex@WTMKT21,,,,United States,Visit Florida
570,Keukenhof,Keukenhof,,,,Netherlands,
571,KEYTEL,KEYTEL,https://www.keytel.com,+34 932681010,booking@keytel.es,Spain,
572,Kihaa Maldives,Kihaa Maldives@WTMKT21,https://www.kihaamaldives.com,,kihaamaldives@coralislandresorts.com,Maldives,Maldives Marketing and Public Relations Corporation
573,King Abdullah Economic City,King Abdullah Economic City @WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
574,Kitty Tours,Kitty Tours@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
575,Kixby,Kixby@WTMKT21,,,,United States,NYC & Company
576,ANGSANA CORFU RESORT & SPA,KLC III HELLAS A.E.@WTMKT21,,,,Greece,Greek National Tourism Organisation
577,Klima Hotel Milano,Klima Hotel Milano@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
578,Koili Tours and Travels Pvt. Ltd,Koili Tours and Travels Pvt. Ltd@WTMKT21,,,,Nepal,Nepal Tourism Board
579,Kompas DMC,Kompas DMC@WTMKT21,https://www.kompas-online.net/,,incoming@kompas.si,Slovenia,Slovenian Tourist Board
580,Korea Tourism Organization,Korea Tourism Organization,,,,South Korea,
581,Koveli Travel Pvt Ltd,Koveli Travel Pvt Ltd@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
582,Kruger Shalati the Train on the Bridge,Kruger Shalati the Train on the Bridge@WTMKT21,,,,South Africa,South African Tourism
583,Kura Kura Resort,Kura Kura Resort@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
584,Kuyana Amazon Lodge,Kuyana Amazon Lodge@WTMKT21,,,,Ecuador,Import Promotion Desk (IPD) - Sustainable Tourism Programme
585,Kwantu Private Game Reserve,Kwantu Private Game Reserve@WTMKT21,,,,South Africa,South African Tourism
586,KwaZulu Natal Sharks Board,KwaZulu Natal Sharks Board@WTMKT21,,,,South Africa,South African Tourism
587,Kyoto City TA (DMO KYOTO),Kyoto City TA (DMO KYOTO)@WTMKT21,https://kyoto.travel/en/,,kyototravel@kyokanko.or.jp,Japan,Japan National Tourism Organization
588,L'Agenzia di Viaggi (Italy),L'Agenzia di Viaggi (Italy),,,,Italy,
589,BURGUNDY TOURIST BOARDS,L’office de Tourisme de Macon et du Maconnais,,0033618119205,jeromemarche@achalon.com,France,
